Order_ID,Order_Date,Category,Sub_Category,Region,Segment,Sales,Quantity,Profit,Discount
ORD-11416,2023-04-15,Office Supplies,Storage,South,Consumer,246.9,5,10.99,0.3
ORD-10034,2023-04-16,Furniture,Furnishings,East,Home Office,611.25,4,-25.6,0.15
ORD-11369,2023-04-16,Office Supplies,Supplies,East,Consumer,363.79,7,67.35,0.0
ORD-11449,2023-04-17,Technology,Machines,North,Home Office,2158.83,3,628.3,0.0
ORD-11528,2023-04-17,Technology,Copiers,East,Corporate,365.75,1,24.45,0.0
ORD-11146,2023-04-18,Technology,Phones,East,Corporate,3359.05,5,456.54,0.0
ORD-10259,2023-04-19,Technology,Copiers,South,Corporate,1785.09,7,363.06,0.3
ORD-11161,2023-04-19,Technology,Machines,South,Home Office,3660.4,6,129.45,0.0
ORD-10565,2023-04-20,Technology,Copiers,West,Consumer,321.73,1,64.27,0.0
ORD-10188,2023-04-20,Furniture,Tables,East,Home Office,803.26,3,-22.04,0.0
ORD-12184,2023-04-20,Office Supplies,Supplies,South,Home Office,235.82,7,48.2,0.0
ORD-11148,2023-04-21,Technology,Machines,East,Consumer,2937.3,6,276.36,0.0
ORD-12005,2023-04-21,Office Supplies,Binders,East,Corporate,611.01,7,213.52,0.1
ORD-11691,2023-04-21,Technology,Machines,South,Consumer,1318.93,5,420.77,0.0
ORD-11666,2023-04-21,Office Supplies,Paper,East,Consumer,111.81,4,13.49,0.1
ORD-10405,2023-04-21,Technology,Copiers,South,Home Office,330.16,1,80.49,0.15
ORD-10065,2023-04-21,Office Supplies,Supplies,West,Corporate,55.9,3,12.02,0.2
ORD-11812,2023-04-21,Furniture,Chairs,West,Consumer,264.06,1,-5.65,0.0
ORD-11291,2023-04-21,Technology,Machines,North,Home Office,1956.3,5,453.16,0.3
ORD-11629,2023-04-22,Office Supplies,Paper,North,Corporate,440.79,7,88.03,0.1
ORD-10466,2023-04-22,Office Supplies,Art,West,Corporate,146.64,3,18.51,0.0
ORD-11604,2023-04-22,Office Supplies,Supplies,South,Consumer,194.61,2,44.54,0.1
ORD-11260,2023-04-22,Furniture,Tables,North,Consumer,152.72,2,-8.6,0.1
ORD-10023,2023-04-22,Technology,Copiers,South,Corporate,3270.84,6,591.64,0.1
ORD-10211,2023-04-22,Office Supplies,Storage,North,Corporate,70.71,2,11.69,0.2
ORD-11447,2023-04-22,Office Supplies,Paper,West,Corporate,51.43,1,15.57,0.1
ORD-10935,2023-04-22,Technology,Accessories,South,Consumer,3178.93,7,1199.87,0.0
ORD-11716,2023-04-22,Furniture,Tables,East,Consumer,1428.89,5,-151.28,0.0
ORD-10283,2023-04-23,Furniture,Bookcases,West,Corporate,2138.39,7,494.8,0.0
ORD-10735,2023-04-23,Technology,Machines,West,Consumer,771.24,3,135.0,0.0
ORD-11102,2023-04-23,Office Supplies,Paper,South,Consumer,279.25,3,92.12,0.1
ORD-10543,2023-04-24,Office Supplies,Paper,West,Consumer,194.96,6,58.51,0.0
ORD-11254,2023-04-24,Furniture,Bookcases,West,Consumer,1008.14,7,15.01,0.1
ORD-11776,2023-04-24,Technology,Machines,South,Consumer,497.69,2,92.67,0.1
ORD-11860,2023-04-25,Technology,Accessories,North,Consumer,542.51,2,-18.6,0.0
ORD-10244,2023-04-25,Technology,Copiers,East,Home Office,1098.9,3,286.49,0.0
ORD-11912,2023-04-25,Office Supplies,Binders,West,Consumer,94.65,3,26.5,0.0
ORD-11361,2023-04-25,Office Supplies,Binders,South,Consumer,24.98,4,4.64,0.1
ORD-11029,2023-04-25,Furniture,Furnishings,East,Corporate,891.02,6,214.55,0.0
ORD-10705,2023-04-25,Technology,Phones,West,Corporate,5867.61,6,1347.63,0.1
ORD-10280,2023-04-26,Technology,Accessories,South,Home Office,882.35,3,12.21,0.0
ORD-12167,2023-04-26,Office Supplies,Art,South,Consumer,52.18,1,6.62,0.2
ORD-11594,2023-04-26,Furniture,Tables,South,Home Office,475.44,4,22.04,0.2
ORD-11883,2023-04-26,Technology,Accessories,West,Consumer,246.14,1,15.1,0.0
ORD-10028,2023-04-26,Office Supplies,Supplies,North,Home Office,180.49,3,58.58,0.0
ORD-11038,2023-04-27,Office Supplies,Supplies,East,Corporate,481.6,5,114.45,0.2
ORD-11955,2023-04-27,Office Supplies,Paper,North,Consumer,237.19,6,20.1,0.3
ORD-10819,2023-04-27,Office Supplies,Storage,East,Corporate,40.88,1,8.29,0.0
ORD-10218,2023-04-28,Technology,Accessories,North,Corporate,2247.33,7,906.61,0.0
ORD-11010,2023-04-28,Technology,Machines,East,Consumer,1181.57,6,445.21,0.1
ORD-10172,2023-04-28,Furniture,Tables,North,Home Office,1370.05,7,306.77,0.1
ORD-11442,2023-04-29,Technology,Machines,South,Consumer,4183.43,7,1731.18,0.0
ORD-10203,2023-04-29,Office Supplies,Binders,East,Home Office,202.38,7,66.58,0.1
ORD-11151,2023-04-30,Furniture,Furnishings,North,Home Office,570.41,6,-18.81,0.0
ORD-10963,2023-04-30,Office Supplies,Binders,East,Consumer,89.4,4,15.76,0.15
ORD-11030,2023-04-30,Technology,Accessories,North,Consumer,1265.88,6,80.16,0.0
ORD-11485,2023-05-01,Technology,Phones,South,Consumer,227.48,3,60.25,0.0
ORD-10148,2023-05-02,Furniture,Chairs,East,Home Office,563.39,5,144.01,0.15
ORD-10487,2023-05-03,Furniture,Bookcases,West,Consumer,1221.65,7,-13.24,0.1
ORD-10305,2023-05-04,Technology,Machines,South,Consumer,2004.26,7,329.21,0.1
ORD-11803,2023-05-04,Furniture,Tables,East,Corporate,933.35,4,-342.95,0.0
ORD-12174,2023-05-05,Technology,Copiers,East,Consumer,776.92,4,-18.3,0.0
ORD-11856,2023-05-05,Office Supplies,Art,North,Home Office,162.86,7,19.18,0.0
ORD-11564,2023-05-06,Furniture,Tables,East,Corporate,615.87,2,33.68,0.3
ORD-10514,2023-05-06,Office Supplies,Paper,North,Home Office,80.35,2,0.91,0.0
ORD-11871,2023-05-06,Furniture,Chairs,South,Consumer,771.33,4,-51.55,0.0
ORD-10650,2023-05-06,Office Supplies,Supplies,North,Consumer,31.11,1,7.74,0.2
ORD-10532,2023-05-06,Office Supplies,Supplies,West,Home Office,53.6,7,11.33,0.0
ORD-11433,2023-05-07,Technology,Phones,West,Consumer,729.7,3,152.5,0.0
ORD-10284,2023-05-07,Technology,Phones,South,Corporate,1211.36,7,115.23,0.1
ORD-10035,2023-05-07,Office Supplies,Paper,East,Consumer,64.72,1,5.82,0.1
ORD-12095,2023-05-08,Furniture,Bookcases,West,Consumer,588.19,4,86.06,0.1
ORD-10588,2023-05-08,Office Supplies,Paper,West,Consumer,336.0,7,74.95,0.1
ORD-11628,2023-05-08,Furniture,Chairs,East,Corporate,1337.5,4,-13.76,0.1
ORD-10550,2023-05-09,Office Supplies,Art,South,Consumer,139.79,2,48.68,0.1
ORD-10630,2023-05-09,Furniture,Tables,West,Corporate,1213.2,5,-263.61,0.2
ORD-10187,2023-05-10,Furniture,Chairs,North,Consumer,485.7,2,24.52,0.2
ORD-11510,2023-05-10,Office Supplies,Art,North,Corporate,172.14,7,20.02,0.1
ORD-12081,2023-05-10,Office Supplies,Storage,West,Corporate,38.7,2,6.17,0.3
ORD-10972,2023-05-10,Office Supplies,Binders,North,Consumer,584.4,6,218.87,0.0
ORD-11787,2023-05-10,Technology,Machines,East,Corporate,829.05,3,139.62,0.0
ORD-11781,2023-05-11,Office Supplies,Binders,North,Home Office,372.49,7,90.82,0.0
ORD-11613,2023-05-11,Office Supplies,Paper,South,Consumer,122.6,7,34.29,0.0
ORD-11717,2023-05-12,Office Supplies,Storage,South,Consumer,177.4,3,42.6,0.2
ORD-11801,2023-05-12,Furniture,Chairs,North,Corporate,834.71,3,62.27,0.1
ORD-10253,2023-05-12,Office Supplies,Art,East,Corporate,118.34,4,19.57,0.1
ORD-10213,2023-05-12,Office Supplies,Paper,South,Consumer,151.06,5,31.13,0.15
ORD-11806,2023-05-13,Furniture,Tables,West,Corporate,1918.79,6,376.72,0.1
ORD-10088,2023-05-13,Office Supplies,Art,South,Home Office,173.0,4,24.38,0.0
ORD-10718,2023-05-13,Office Supplies,Art,West,Corporate,317.3,6,65.76,0.0
ORD-10501,2023-05-14,Office Supplies,Binders,West,Consumer,105.77,3,23.99,0.1
ORD-10341,2023-05-14,Furniture,Tables,West,Corporate,1108.1,6,253.19,0.0
ORD-11574,2023-05-14,Furniture,Tables,South,Corporate,242.53,1,-37.44,0.1
ORD-11307,2023-05-14,Office Supplies,Paper,West,Home Office,91.24,3,11.5,0.1
ORD-11623,2023-05-14,Technology,Accessories,South,Consumer,790.17,3,139.15,0.15
ORD-10009,2023-05-15,Furniture,Bookcases,West,Consumer,935.3,7,-78.99,0.0
ORD-10499,2023-05-15,Furniture,Bookcases,South,Consumer,243.83,1,55.47,0.15
ORD-10602,2023-05-15,Furniture,Bookcases,South,Consumer,288.57,2,-73.09,0.0
ORD-11020,2023-05-16,Furniture,Tables,North,Corporate,337.26,2,-4.12,0.1
ORD-11477,2023-05-16,Office Supplies,Art,West,Home Office,327.64,6,17.53,0.1
ORD-10898,2023-05-16,Office Supplies,Supplies,South,Consumer,260.67,7,16.07,0.0
ORD-11684,2023-05-16,Office Supplies,Binders,South,Corporate,184.04,7,38.75,0.0
ORD-11399,2023-05-17,Office Supplies,Paper,East,Consumer,429.1,6,87.43,0.15
ORD-11891,2023-05-18,Furniture,Furnishings,South,Corporate,1004.82,7,-56.05,0.1
ORD-11469,2023-05-18,Furniture,Chairs,East,Corporate,691.23,3,-115.7,0.3
ORD-10451,2023-05-18,Technology,Copiers,West,Consumer,836.41,6,71.82,0.0
ORD-11619,2023-05-18,Technology,Phones,North,Home Office,2836.19,6,1466.53,0.1
ORD-10907,2023-05-18,Office Supplies,Binders,East,Corporate,69.48,2,22.22,0.0
ORD-10685,2023-05-19,Office Supplies,Paper,North,Corporate,166.53,6,40.16,0.1
ORD-12185,2023-05-19,Office Supplies,Supplies,North,Corporate,42.15,3,12.85,0.0
ORD-10881,2023-05-19,Furniture,Furnishings,North,Corporate,154.41,1,7.6,0.15
ORD-11895,2023-05-20,Office Supplies,Paper,South,Corporate,21.89,1,4.68,0.2
ORD-11940,2023-05-20,Office Supplies,Paper,West,Consumer,358.32,6,71.56,0.0
ORD-10076,2023-05-20,Technology,Copiers,East,Corporate,1211.97,5,-3.18,0.1
ORD-10941,2023-05-21,Office Supplies,Binders,North,Corporate,81.34,5,21.27,0.3
ORD-10313,2023-05-21,Office Supplies,Paper,West,Corporate,490.25,6,64.9,0.1
ORD-11643,2023-05-21,Furniture,Furnishings,West,Home Office,832.76,4,19.9,0.2
ORD-10608,2023-05-21,Office Supplies,Supplies,South,Corporate,61.23,3,5.91,0.1
ORD-11162,2023-05-22,Office Supplies,Binders,East,Corporate,60.95,3,13.5,0.0
ORD-10243,2023-05-23,Office Supplies,Storage,South,Home Office,80.25,4,21.78,0.0
ORD-11802,2023-05-23,Technology,Phones,South,Corporate,3030.69,5,82.22,0.0
ORD-11929,2023-05-24,Office Supplies,Paper,South,Corporate,309.25,6,46.1,0.0
ORD-11663,2023-05-24,Furniture,Furnishings,East,Home Office,1552.09,5,-293.39,0.1
ORD-10874,2023-05-24,Office Supplies,Supplies,South,Consumer,193.53,4,26.32,0.0
ORD-11550,2023-05-24,Furniture,Bookcases,South,Corporate,255.58,2,-14.23,0.0
ORD-11718,2023-05-24,Furniture,Chairs,East,Consumer,573.61,6,173.17,0.1
ORD-12100,2023-05-25,Office Supplies,Binders,West,Consumer,42.87,5,8.24,0.2
ORD-10814,2023-05-25,Office Supplies,Storage,East,Home Office,157.42,4,43.61,0.0
ORD-11728,2023-05-25,Technology,Phones,West,Home Office,726.72,3,131.19,0.3
ORD-11308,2023-05-25,Furniture,Bookcases,East,Corporate,426.35,2,112.98,0.0
ORD-10876,2023-05-26,Office Supplies,Art,South,Consumer,251.62,3,61.02,0.1
ORD-11407,2023-05-26,Furniture,Furnishings,East,Consumer,384.03,3,86.52,0.15
ORD-10832,2023-05-27,Office Supplies,Binders,South,Consumer,196.36,4,64.36,0.0
ORD-10820,2023-05-27,Furniture,Chairs,West,Consumer,256.1,1,23.25,0.15
ORD-11109,2023-05-27,Office Supplies,Art,West,Home Office,108.03,7,29.33,0.0
ORD-11942,2023-05-27,Technology,Copiers,North,Corporate,706.05,2,259.32,0.1
ORD-12028,2023-05-27,Technology,Phones,North,Corporate,723.69,1,84.63,0.0
ORD-10100,2023-05-27,Furniture,Bookcases,East,Consumer,246.12,2,19.6,0.2
ORD-10412,2023-05-27,Technology,Copiers,North,Corporate,1301.19,5,72.85,0.2
ORD-10268,2023-05-28,Furniture,Furnishings,East,Consumer,2027.29,3,-613.11,0.0
ORD-10225,2023-05-28,Office Supplies,Paper,South,Corporate,226.67,2,39.61,0.1
ORD-10053,2023-05-29,Technology,Copiers,East,Home Office,316.56,1,61.03,0.1
ORD-11566,2023-05-29,Office Supplies,Art,North,Consumer,15.8,1,2.56,0.0
ORD-10801,2023-05-29,Furniture,Chairs,North,Home Office,971.32,4,34.5,0.15
ORD-11408,2023-05-30,Technology,Phones,South,Corporate,736.17,2,158.68,0.1
ORD-11404,2023-05-30,Office Supplies,Art,West,Consumer,102.73,2,38.93,0.0
ORD-10997,2023-05-30,Technology,Phones,North,Consumer,651.61,4,169.36,0.0
ORD-10032,2023-05-30,Office Supplies,Paper,North,Home Office,123.15,4,21.28,0.0
ORD-10582,2023-05-30,Office Supplies,Paper,East,Consumer,79.32,7,22.5,0.0
ORD-11881,2023-06-01,Technology,Accessories,East,Home Office,299.92,2,49.2,0.1
ORD-12003,2023-06-01,Office Supplies,Paper,South,Consumer,66.12,3,15.36,0.1
ORD-11155,2023-06-01,Technology,Phones,East,Corporate,432.65,1,0.05,0.3
ORD-11054,2023-06-01,Office Supplies,Supplies,West,Consumer,181.79,6,45.06,0.0
ORD-11465,2023-06-01,Office Supplies,Storage,East,Consumer,92.2,3,11.56,0.1
ORD-11967,2023-06-02,Office Supplies,Binders,North,Corporate,190.55,4,46.76,0.1
ORD-11699,2023-06-02,Technology,Copiers,North,Consumer,1603.87,3,26.04,0.1
ORD-11265,2023-06-03,Furniture,Furnishings,West,Consumer,615.18,3,-41.14,0.1
ORD-11521,2023-06-03,Office Supplies,Supplies,South,Consumer,546.36,7,6.71,0.0
ORD-10980,2023-06-04,Furniture,Chairs,North,Consumer,881.29,4,-8.24,0.1
ORD-11584,2023-06-04,Furniture,Bookcases,East,Corporate,608.0,2,99.91,0.3
ORD-10738,2023-06-04,Technology,Copiers,North,Consumer,1445.79,6,360.83,0.1
ORD-11876,2023-06-04,Office Supplies,Binders,South,Home Office,197.95,7,22.99,0.2
ORD-11164,2023-06-05,Technology,Accessories,West,Consumer,2787.48,7,219.62,0.0
ORD-11829,2023-06-05,Office Supplies,Paper,East,Consumer,373.31,4,91.98,0.0
ORD-11508,2023-06-05,Office Supplies,Art,East,Corporate,404.91,6,81.69,0.0
ORD-11713,2023-06-06,Office Supplies,Supplies,East,Corporate,59.47,1,1.52,0.1
ORD-11153,2023-06-06,Technology,Accessories,North,Consumer,2461.03,6,450.85,0.2
ORD-10794,2023-06-07,Furniture,Furnishings,East,Consumer,643.66,5,56.3,0.1
ORD-10027,2023-06-07,Technology,Copiers,East,Home Office,417.12,1,44.73,0.3
ORD-10186,2023-06-07,Technology,Machines,West,Home Office,4818.69,7,1021.98,0.0
ORD-11034,2023-06-08,Technology,Copiers,East,Consumer,1418.02,6,45.1,0.0
ORD-11677,2023-06-09,Office Supplies,Supplies,East,Consumer,13.06,1,1.56,0.0
ORD-10872,2023-06-09,Office Supplies,Binders,South,Consumer,225.02,5,44.23,0.0
ORD-10159,2023-06-10,Furniture,Chairs,East,Consumer,1505.63,7,282.23,0.0
ORD-10183,2023-06-10,Office Supplies,Paper,South,Corporate,308.94,5,29.71,0.0
ORD-11796,2023-06-11,Technology,Phones,South,Corporate,671.35,2,238.41,0.15
ORD-11864,2023-06-11,Office Supplies,Supplies,North,Consumer,246.76,6,54.32,0.3
ORD-10237,2023-06-11,Office Supplies,Supplies,East,Corporate,196.91,7,39.64,0.0
ORD-12157,2023-06-11,Technology,Phones,West,Consumer,577.59,2,135.48,0.0
ORD-11410,2023-06-12,Technology,Phones,West,Consumer,1689.35,7,37.34,0.0
ORD-10616,2023-06-12,Technology,Phones,South,Consumer,679.92,3,232.58,0.2
ORD-10048,2023-06-12,Technology,Machines,North,Consumer,1190.94,4,279.86,0.15
ORD-12001,2023-06-13,Office Supplies,Art,South,Consumer,92.81,4,17.87,0.1
ORD-10431,2023-06-13,Technology,Machines,East,Consumer,4570.12,7,352.76,0.0
ORD-10756,2023-06-13,Technology,Machines,East,Corporate,2030.02,5,232.79,0.2
ORD-11597,2023-06-13,Office Supplies,Paper,South,Corporate,233.79,7,25.61,0.15
ORD-11419,2023-06-14,Office Supplies,Supplies,South,Corporate,89.86,3,28.92,0.1
ORD-11014,2023-06-15,Office Supplies,Binders,North,Home Office,264.82,7,49.95,0.3
ORD-11275,2023-06-16,Office Supplies,Art,West,Corporate,129.56,2,6.51,0.3
ORD-12034,2023-06-16,Furniture,Bookcases,East,Home Office,342.19,2,95.93,0.2
ORD-11730,2023-06-17,Technology,Copiers,West,Consumer,303.38,1,71.67,0.15
ORD-11150,2023-06-17,Office Supplies,Binders,North,Consumer,236.78,6,76.01,0.0
ORD-12019,2023-06-18,Technology,Machines,South,Home Office,2058.5,5,-229.85,0.1
ORD-11400,2023-06-19,Technology,Accessories,East,Home Office,516.06,2,107.07,0.0
ORD-11561,2023-06-19,Office Supplies,Paper,North,Consumer,16.36,1,2.3,0.0
ORD-10928,2023-06-19,Furniture,Tables,West,Consumer,575.29,3,155.75,0.0
ORD-11065,2023-06-20,Furniture,Tables,East,Consumer,983.88,6,103.11,0.15
ORD-11240,2023-06-21,Technology,Phones,South,Corporate,826.1,5,77.05,0.3
ORD-11631,2023-06-21,Furniture,Bookcases,South,Consumer,2275.23,5,-94.4,0.1
ORD-11300,2023-06-21,Office Supplies,Storage,East,Consumer,26.52,1,8.96,0.0
ORD-11092,2023-06-21,Office Supplies,Art,North,Consumer,80.8,7,6.14,0.2
ORD-10648,2023-06-21,Furniture,Tables,East,Consumer,462.06,2,-45.13,0.0
ORD-10885,2023-06-21,Furniture,Furnishings,South,Home Office,947.71,4,67.42,0.0
ORD-11547,2023-06-22,Technology,Accessories,East,Home Office,403.98,5,59.0,0.15
ORD-10051,2023-06-22,Furniture,Bookcases,North,Consumer,832.82,4,4.74,0.15
ORD-11443,2023-06-22,Office Supplies,Supplies,West,Consumer,95.56,4,25.82,0.0
ORD-10199,2023-06-22,Furniture,Chairs,South,Consumer,1757.84,5,111.27,0.0
ORD-12128,2023-06-23,Technology,Copiers,East,Corporate,1332.07,3,290.9,0.2
ORD-11714,2023-06-23,Office Supplies,Storage,East,Consumer,137.97,7,23.81,0.2
ORD-11438,2023-06-23,Furniture,Furnishings,South,Corporate,896.22,4,190.3,0.15
ORD-10049,2023-06-23,Technology,Phones,East,Home Office,563.58,2,115.23,0.0
ORD-10445,2023-06-24,Furniture,Furnishings,South,Consumer,1131.88,4,-63.74,0.15
ORD-11327,2023-06-24,Technology,Accessories,East,Consumer,311.59,1,68.12,0.2
ORD-12065,2023-06-24,Technology,Phones,South,Home Office,2702.02,7,901.56,0.0
ORD-11633,2023-06-24,Furniture,Tables,South,Consumer,419.2,2,83.45,0.0
ORD-11241,2023-06-25,Furniture,Chairs,South,Corporate,613.93,2,46.6,0.0
ORD-10544,2023-06-25,Office Supplies,Storage,West,Corporate,161.71,6,13.2,0.0
ORD-11168,2023-06-26,Furniture,Bookcases,North,Home Office,60.17,1,21.06,0.0
ORD-12180,2023-06-26,Technology,Copiers,North,Consumer,461.75,1,65.66,0.0
ORD-11640,2023-06-26,Office Supplies,Paper,West,Consumer,439.12,4,122.53,0.0
ORD-12159,2023-06-27,Office Supplies,Storage,North,Corporate,234.34,6,11.48,0.1
ORD-10097,2023-06-27,Office Supplies,Binders,North,Home Office,163.11,3,55.82,0.0
ORD-10815,2023-06-27,Office Supplies,Storage,East,Consumer,97.26,3,36.02,0.0
ORD-10635,2023-06-27,Furniture,Tables,North,Home Office,533.02,7,41.42,0.2
ORD-10853,2023-06-27,Furniture,Chairs,South,Corporate,1090.31,4,173.63,0.0
ORD-10823,2023-06-27,Office Supplies,Paper,East,Corporate,177.62,3,49.11,0.0
ORD-10233,2023-06-27,Office Supplies,Art,North,Home Office,98.19,4,7.45,0.1
ORD-10764,2023-06-27,Furniture,Furnishings,South,Home Office,632.31,6,-139.97,0.2
ORD-11526,2023-06-28,Furniture,Furnishings,East,Consumer,1032.6,6,-8.49,0.2
ORD-11428,2023-06-28,Technology,Accessories,North,Consumer,1744.28,5,314.84,0.1
ORD-11813,2023-06-28,Office Supplies,Storage,East,Corporate,413.51,7,76.12,0.0
ORD-10978,2023-06-29,Furniture,Tables,West,Corporate,83.25,5,4.34,0.15
ORD-11822,2023-06-29,Office Supplies,Supplies,North,Corporate,45.85,1,9.48,0.1
ORD-10707,2023-06-29,Office Supplies,Art,East,Consumer,501.0,7,134.66,0.0
ORD-10818,2023-06-30,Furniture,Chairs,North,Home Office,2020.11,7,442.59,0.1
ORD-10475,2023-06-30,Technology,Machines,West,Corporate,4980.14,7,387.63,0.1
ORD-10638,2023-06-30,Office Supplies,Storage,East,Consumer,43.1,2,8.82,0.0
ORD-11977,2023-06-30,Technology,Machines,West,Consumer,543.59,1,38.32,0.0
ORD-11897,2023-07-01,Furniture,Bookcases,East,Corporate,1017.8,6,190.1,0.0
ORD-11083,2023-07-01,Office Supplies,Supplies,South,Corporate,302.09,4,108.22,0.0
ORD-11975,2023-07-01,Office Supplies,Art,West,Corporate,199.62,4,24.47,0.15
ORD-11849,2023-07-01,Office Supplies,Art,North,Consumer,200.89,4,25.44,0.0
ORD-10682,2023-07-01,Technology,Phones,South,Consumer,866.32,3,171.04,0.0
ORD-10510,2023-07-02,Furniture,Bookcases,West,Consumer,1745.54,7,-115.03,0.1
ORD-10700,2023-07-02,Furniture,Chairs,West,Corporate,1627.8,6,399.54,0.0
ORD-11731,2023-07-02,Technology,Copiers,South,Consumer,2686.05,5,841.93,0.0
ORD-11111,2023-07-02,Technology,Phones,East,Consumer,732.66,3,163.42,0.1
ORD-11910,2023-07-02,Office Supplies,Storage,West,Consumer,81.57,2,28.43,0.1
ORD-10194,2023-07-02,Furniture,Chairs,West,Home Office,808.45,7,-6.36,0.1
ORD-10330,2023-07-02,Technology,Copiers,South,Corporate,817.73,4,109.86,0.15
ORD-10064,2023-07-03,Technology,Phones,East,Consumer,2050.72,5,359.35,0.3
ORD-12067,2023-07-03,Technology,Copiers,North,Home Office,1136.2,7,300.67,0.15
ORD-11502,2023-07-03,Technology,Accessories,South,Corporate,3557.62,6,1239.89,0.0
ORD-11350,2023-07-04,Furniture,Tables,West,Corporate,488.99,2,91.23,0.2
ORD-11949,2023-07-04,Office Supplies,Supplies,South,Home Office,118.79,4,24.18,0.1
ORD-11740,2023-07-04,Technology,Copiers,East,Consumer,2181.91,7,26.03,0.0
ORD-10657,2023-07-05,Office Supplies,Binders,North,Consumer,239.5,7,47.39,0.3
ORD-10938,2023-07-05,Office Supplies,Paper,North,Consumer,25.08,1,4.64,0.0
ORD-11284,2023-07-05,Office Supplies,Binders,South,Consumer,333.6,5,0.19,0.3
ORD-10479,2023-07-06,Furniture,Chairs,South,Corporate,2243.34,6,-345.94,0.15
ORD-11565,2023-07-06,Office Supplies,Art,North,Corporate,35.43,1,7.01,0.0
ORD-10214,2023-07-07,Furniture,Bookcases,East,Consumer,1257.32,4,87.32,0.1
ORD-10507,2023-07-08,Technology,Copiers,West,Corporate,2648.76,6,361.1,0.0
ORD-11227,2023-07-08,Technology,Machines,South,Consumer,917.77,4,289.02,0.1
ORD-10515,2023-07-08,Office Supplies,Art,North,Consumer,230.72,3,15.22,0.3
ORD-10409,2023-07-09,Furniture,Chairs,South,Consumer,923.47,3,222.45,0.15
ORD-11938,2023-07-09,Office Supplies,Paper,North,Consumer,254.85,4,48.8,0.1
ORD-10694,2023-07-09,Technology,Accessories,South,Consumer,1646.58,6,189.32,0.3
ORD-10432,2023-07-09,Furniture,Bookcases,South,Home Office,340.42,2,-9.41,0.1
ORD-11453,2023-07-10,Furniture,Chairs,East,Consumer,979.2,6,142.22,0.1
ORD-10425,2023-07-10,Office Supplies,Supplies,North,Corporate,347.73,6,78.42,0.1
ORD-10421,2023-07-11,Furniture,Bookcases,West,Corporate,189.63,1,33.92,0.0
ORD-10555,2023-07-11,Office Supplies,Art,East,Corporate,267.74,7,15.29,0.1
ORD-10332,2023-07-12,Technology,Phones,East,Corporate,1749.08,6,87.47,0.1
ORD-11191,2023-07-12,Technology,Phones,South,Corporate,2048.82,5,87.45,0.1
ORD-11931,2023-07-12,Office Supplies,Art,South,Corporate,118.4,2,11.12,0.15
ORD-10161,2023-07-12,Office Supplies,Supplies,North,Consumer,107.4,2,25.24,0.0
ORD-11225,2023-07-12,Furniture,Bookcases,East,Consumer,536.71,4,20.77,0.0
ORD-10592,2023-07-12,Office Supplies,Binders,East,Home Office,94.73,3,14.51,0.15
ORD-11798,2023-07-13,Office Supplies,Paper,North,Home Office,305.0,5,107.5,0.0
ORD-11765,2023-07-13,Office Supplies,Supplies,West,Consumer,173.49,3,34.89,0.0
ORD-11336,2023-07-14,Furniture,Chairs,East,Corporate,1092.98,5,205.54,0.3
ORD-11652,2023-07-14,Technology,Machines,East,Consumer,1713.33,3,461.85,0.15
ORD-10596,2023-07-15,Furniture,Chairs,East,Consumer,3113.1,6,269.69,0.0
ORD-11084,2023-07-15,Furniture,Bookcases,West,Corporate,267.3,1,14.21,0.3
ORD-10084,2023-07-15,Technology,Accessories,North,Consumer,376.7,1,89.46,0.0
ORD-11395,2023-07-16,Furniture,Tables,West,Consumer,1168.14,4,222.18,0.0
ORD-11333,2023-07-17,Office Supplies,Storage,North,Consumer,183.57,4,57.83,0.0
ORD-10293,2023-07-17,Technology,Accessories,East,Consumer,274.93,1,33.13,0.3
ORD-10805,2023-07-18,Technology,Accessories,West,Consumer,586.96,2,150.35,0.0
ORD-10778,2023-07-18,Office Supplies,Binders,East,Corporate,223.23,6,46.96,0.1
ORD-11832,2023-07-18,Technology,Machines,South,Consumer,968.4,4,247.81,0.2
ORD-10306,2023-07-18,Technology,Phones,North,Corporate,1870.13,5,624.24,0.0
ORD-12035,2023-07-18,Office Supplies,Binders,North,Consumer,198.22,5,40.96,0.1
ORD-10893,2023-07-19,Office Supplies,Art,West,Consumer,641.19,5,107.15,0.0
ORD-10433,2023-07-20,Furniture,Furnishings,North,Corporate,1237.81,4,-24.27,0.2
ORD-10251,2023-07-20,Technology,Accessories,South,Consumer,580.33,1,172.37,0.0
ORD-11243,2023-07-20,Office Supplies,Storage,West,Consumer,65.08,1,5.37,0.15
ORD-11018,2023-07-20,Office Supplies,Binders,South,Consumer,36.64,2,4.5,0.2
ORD-10436,2023-07-21,Technology,Copiers,West,Corporate,422.5,3,91.65,0.2
ORD-10326,2023-07-21,Office Supplies,Binders,South,Consumer,29.67,1,4.85,0.3
ORD-10006,2023-07-21,Furniture,Tables,West,Consumer,1391.88,6,253.69,0.0
ORD-12136,2023-07-22,Technology,Accessories,South,Corporate,1154.54,3,101.47,0.1
ORD-10207,2023-07-22,Technology,Accessories,North,Corporate,1736.12,4,139.9,0.0
ORD-10840,2023-07-22,Furniture,Bookcases,East,Consumer,648.93,4,-212.68,0.2
ORD-10480,2023-07-22,Office Supplies,Art,West,Consumer,73.37,5,8.72,0.0
ORD-10713,2023-07-23,Technology,Phones,West,Consumer,2365.35,7,-68.46,0.2
